"contents href","_image_yazkc_11 src","_image_yazkc_11 src 2","whitespace-normal","font-medium 2","h-4","flex-none src","flex-none","truncate","pointer-events-none src 2","text-sp10","ml-[3px]","875rem] href","mr-0 src","truncate 2"
"https://shopee.co.id/Sepatu-Sneakers-Adidas-Adizero-Evo-SL-White-Black-i.149364265.54200357964?extraParams=%7B%22display_model_id%22%3A310034322332%2C%22model_selection_logic%22%3A3%7D&sp_atk=38d4b729-8a63-4e82-b2eb-f0e3a5906cab&xptdk=38d4b729-8a63-4e82-b2eb-f0e3a5906cab","https://down-id.img.susercontent.com/file/id-11134207-822ws-mlq0tj6npn2g18","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f","Sepatu Sneakers Adidas Adizero Evo SL White Black","2.699.000","-7%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.8","11 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/38e203dc86172a6c6560.svg","< 2 Hari","Jakarta Selatan","https://shopee.co.id/find_similar_products?catid=100637&itemid=54200357964&shopid=149364265","",""
"https://shopee.co.id/Sepatu-Lari-Pria-%C8%A6did%C8%A7s-%C8%A6dizero-Evo-SL-Warna-White-Pure-Te%C8%A7l-i.1505415864.44422873240?extraParams=%7B%22display_model_id%22%3A291858340423%2C%22model_selection_logic%22%3A3%7D&sp_atk=6aa3e63e-771c-476b-ac34-e5461d59fcc3&xptdk=6aa3e63e-771c-476b-ac34-e5461d59fcc3","https://down-id.img.susercontent.com/file/id-11134207-81ztq-mffi1f5jq9738b","https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13","Sepatu Lari Pria Ȧdidȧs Ȧdizero Evo SL Warna White Pure Teȧl","568.000","-32%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","7 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","3-5 Hari","Tangerang Selatan","https://shopee.co.id/find_similar_products?catid=100637&itemid=44422873240&shopid=1505415864","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/a425c915798471b33e5d.png",""
"https://shopee.co.id/ADIDAS-Sepatu-Skate-VL-COURT-X-MERCEDES-AMG-PETRONAS-FORMULA-ONE-TEAM-JR1068-ORIGINAL-i.402386660.42402201167?extraParams=%7B%22display_model_id%22%3A139375491705%2C%22model_selection_logic%22%3A3%7D&sp_atk=185a2863-0650-47c5-bae4-86f889681aea&xptdk=185a2863-0650-47c5-bae4-86f889681aea","https://down-id.img.susercontent.com/file/id-11134201-7rbk4-maart21ddsp11f","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f","ADIDAS Sepatu Skate VL COURT X MERCEDES - AMG PETRONAS FORMULA ONE TEAM JR1068 ORIGINAL","712.500","-25%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","125 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","3-5 Hari","Bandung","https://shopee.co.id/find_similar_products?catid=100012&itemid=42402201167&shopid=402386660","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png",""
"https://shopee.co.id/adidas-Lifestyle-Breaknet-2.0-Shoes-Men-White-IE5251-i.270510657.28128788446?extraParams=%7B%22display_model_id%22%3A252822771648%2C%22model_selection_logic%22%3A3%7D&sp_atk=2c7c3a76-e336-47c6-aa53-1f1d4f0cfd3e&xptdk=2c7c3a76-e336-47c6-aa53-1f1d4f0cfd3e","https://down-id.img.susercontent.com/file/id-11134201-7rbke-mauqrzcwefzffd","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04","adidas Lifestyle Breaknet 2.0 Shoes Men White IE5251","630.000","-30%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.9","2RB+ Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","4-5 Hari","Bekasi","https://shopee.co.id/find_similar_products?catid=100012&itemid=28128788446&shopid=270510657","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","Pilih 2, diskon 15%"
"https://shopee.co.id/Adidas-Samba-OG-White-Gum-Sepatu-Ikonik-Putih-Hitam-i.357359895.22941914510?extraParams=%7B%22display_model_id%22%3A146898628585%2C%22model_selection_logic%22%3A3%7D&sp_atk=cff52a9b-abfa-4ea7-b9cd-3b73c450d580&xptdk=cff52a9b-abfa-4ea7-b9cd-3b73c450d580","https://down-id.img.susercontent.com/file/id-11134207-7ras9-m52pnbruohqr17","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f","Adidas Samba OG White Gum Sepatu Ikonik Putih Hitam","1.844.000","-1%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","6RB+ Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/38e203dc86172a6c6560.svg","Besok","Surabaya","https://shopee.co.id/find_similar_products?catid=100012&itemid=22941914510&shopid=357359895","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/a425c915798471b33e5d.png",""
"https://shopee.co.id/ADIDAS-RESPONSE-RUNNER-2-KJ1745-262-i.37024936.53009471564?extraParams=%7B%22display_model_id%22%3A355837264293%2C%22model_selection_logic%22%3A3%7D&sp_atk=c39db1e5-97d2-402f-ae80-b0ecbff9d71a&xptdk=c39db1e5-97d2-402f-ae80-b0ecbff9d71a","https://down-id.img.susercontent.com/file/sg-11134201-820mt-mngyb4w3vt35c5","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04","ADIDAS RESPONSE RUNNER 2 KJ1745 / 262","665.000","-5%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","14 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","5-7 Hari","Depok","https://shopee.co.id/find_similar_products?catid=100637&itemid=53009471564&shopid=37024936","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png",""
"https://shopee.co.id/adidas-Lifestyle-74-Shoes-Unisex-White-IF9509-i.270510657.29718087894?extraParams=%7B%22display_model_id%22%3A257063466928%2C%22model_selection_logic%22%3A3%7D&sp_atk=8dcc4867-10cc-46f5-bc9b-0125ec326f34&xptdk=8dcc4867-10cc-46f5-bc9b-0125ec326f34","https://down-id.img.susercontent.com/file/id-11134201-7rbke-maupzsqx5qxec8","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04","adidas Lifestyle 74 Shoes Unisex White IF9509","1.197.000","-34%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.9","397 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","4-5 Hari","Bekasi","https://shopee.co.id/find_similar_products?catid=100637&itemid=29718087894&shopid=270510657","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","Pilih 2, diskon 15%"
"https://shopee.co.id/ADIDAS-Sepatu-Trail-Running-ROCKR-BLAZE-JK3853-ORI-i.1023939633.51453749998?extraParams=%7B%22display_model_id%22%3A320359007218%2C%22model_selection_logic%22%3A3%7D&sp_atk=a89f7350-03cb-4ce4-acbd-d0388efb6d89&xptdk=a89f7350-03cb-4ce4-acbd-d0388efb6d89","https://down-id.img.susercontent.com/file/id-11134207-8224q-mipel8fh1dkw5c","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f","ADIDAS Sepatu Trail Running ROCKR BLAZE JK3853 ORI","577.150","-32%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.9","275 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","3-5 Hari","Bekasi","https://shopee.co.id/find_similar_products?catid=100637&itemid=51453749998&shopid=1023939633","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","Produk Baru"
"https://shopee.co.id/ADIDAS-Sepatu-Tenis-GAMECOURT-2.0-W-KI0787-ORIGINAL-i.402386660.55058717968?extraParams=%7B%22display_model_id%22%3A425774416796%2C%22model_selection_logic%22%3A3%7D&sp_atk=34cb31fa-532f-42ce-b788-26456b4eb0fa&xptdk=34cb31fa-532f-42ce-b788-26456b4eb0fa","https://down-id.img.susercontent.com/file/sg-11134275-81zw6-mmzqckrmaqrmb8","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f","ADIDAS Sepatu Tenis GAMECOURT 2.0 W KI0787 ORIGINAL","1.100.000","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","91 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","3-5 Hari","Depok","https://shopee.co.id/find_similar_products?catid=100637&itemid=55058717968&shopid=402386660","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png",""
"https://shopee.co.id/adidas-Skateboarding-Lifestyle-VL-Court-Classic-Shoes-Men-White-JH5061-i.270510657.26874088213?extraParams=%7B%22display_model_id%22%3A215739269088%2C%22model_selection_logic%22%3A3%7D&sp_atk=7f148478-698f-4dc6-be52-ce9f2e7762ee&xptdk=7f148478-698f-4dc6-be52-ce9f2e7762ee","https://down-id.img.susercontent.com/file/id-11134211-822wl-mlvt6iqizpxkee","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04","adidas Skateboarding & Lifestyle VL Court Classic Shoes Men White JH5061","570.000","-40%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.9","1RB+ Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","4-5 Hari","Bekasi","https://shopee.co.id/find_similar_products?catid=100012&itemid=26874088213&shopid=270510657","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","Pilih 2, diskon 15%"
"https://shopee.co.id/ADIDAS-Sepatu-Lari-Pria-ADIZERO-ADIOS-9-JQ1683-ORI-i.1023939633.46808734097?extraParams=%7B%22display_model_id%22%3A425774465690%2C%22model_selection_logic%22%3A3%7D&sp_atk=12e3fe52-7c37-4dca-bc3f-727ed3b81ec7&xptdk=12e3fe52-7c37-4dca-bc3f-727ed3b81ec7","https://down-id.img.susercontent.com/file/sg-11134275-81zvs-mmzn4kzosgsk3e","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f","ADIDAS Sepatu Lari Pria ADIZERO ADIOS 9 JQ1683 ORI","2.100.000","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","10 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","3-5 Hari","Jakarta Selatan","https://shopee.co.id/find_similar_products?catid=100637&itemid=46808734097&shopid=1023939633","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png",""
"https://shopee.co.id/adidas-Courtblock-Men's-Sneakers-Ftwr-White-i.234490784.42565077287?extraParams=%7B%22display_model_id%22%3A281247531264%2C%22model_selection_logic%22%3A3%7D&sp_atk=6b0f283c-0521-42ad-b574-00e7a33ab4f5&xptdk=6b0f283c-0521-42ad-b574-00e7a33ab4f5","https://down-id.img.susercontent.com/file/sg-11134201-7repf-mdu6nt3f8js32a","https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6","adidas Courtblock Men's Sneakers - Ftwr White","630.000","-30%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.9","49 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","3-5 Hari","Bekasi","https://shopee.co.id/find_similar_products?catid=100012&itemid=42565077287&shopid=234490784","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","Pilih 2, diskon 20%"
"https://shopee.co.id/ADIDAS-Sepatu-Lari-Pria-ADIZERO-EVO-SL-WOVEN-KI6901-ORIGINAL-i.402386660.51208771955?extraParams=%7B%22display_model_id%22%3A390779508048%2C%22model_selection_logic%22%3A3%7D&sp_atk=22357d61-6987-48a4-9c30-daeab2f15c14&xptdk=22357d61-6987-48a4-9c30-daeab2f15c14","https://down-id.img.susercontent.com/file/sg-11134275-81zw7-mn0yyb8erxfsd4","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f","ADIDAS Sepatu Lari Pria ADIZERO EVO SL WOVEN KI6901 ORIGINAL","2.800.000","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.9","22 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","3-5 Hari","Bekasi","https://shopee.co.id/find_similar_products?catid=100637&itemid=51208771955&shopid=402386660","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png",""
"https://shopee.co.id/adidas-Tennis-Lifestyle-Grand-Court-SE-Shoes-Unisex-White-FW3277-i.270510657.24388518998?extraParams=%7B%22display_model_id%22%3A242063801387%2C%22model_selection_logic%22%3A3%7D&sp_atk=3b92f313-660a-44d7-9318-b15b40fd6dd5&xptdk=3b92f313-660a-44d7-9318-b15b40fd6dd5","https://down-id.img.susercontent.com/file/id-11134201-7rbk1-maurm010yxeh29","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04","adidas Tennis & Lifestyle Grand Court SE Shoes Unisex White FW3277","770.000","-30%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.9","2RB+ Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","4-5 Hari","Bekasi","https://shopee.co.id/find_similar_products?catid=100637&itemid=24388518998&shopid=270510657","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","Pilih 2, diskon 15%"
"https://shopee.co.id/adidas-Lifestyle-VL-Court-3.0-Shoes-Men-White-JR8635-i.270510657.44374576355?extraParams=%7B%22display_model_id%22%3A29948762946%2C%22model_selection_logic%22%3A3%7D&sp_atk=a864c14b-4ee5-429c-81d6-bde6be7f9219&xptdk=a864c14b-4ee5-429c-81d6-bde6be7f9219","https://down-id.img.susercontent.com/file/id-11134211-822wu-mlvt7uw3b9jcef","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04","adidas Lifestyle VL Court 3.0 Shoes Men White JR8635","770.000","-30%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","879 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","4-5 Hari","Bekasi","https://shopee.co.id/find_similar_products?catid=100637&itemid=44374576355&shopid=270510657","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","Pilih 2, diskon 15%"
"https://shopee.co.id/Adidas-RUNFALCON-5-original-BNIB-running-men-i.15385919.46709567382?extraParams=%7B%22display_model_id%22%3A440843748208%2C%22model_selection_logic%22%3A3%7D&sp_atk=f8b91dbc-770f-440b-bc49-8b0ea158ceb4&xptdk=f8b91dbc-770f-440b-bc49-8b0ea158ceb4","https://down-id.img.susercontent.com/file/id-11134207-822wl-mnjlwomxlzid2c","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f","Adidas RUNFALCON 5 original BNIB running men","643.000","","","","5 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/38e203dc86172a6c6560.svg","Besok 12:00","Surabaya","https://shopee.co.id/find_similar_products?catid=100637&itemid=46709567382&shopid=15385919","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/a425c915798471b33e5d.png",""
"https://shopee.co.id/Sepatu-Sneakers-Adidas-ECLYPTIX-2000-Original-i.24158460.46450815592?extraParams=%7B%22display_model_id%22%3A267124131147%2C%22model_selection_logic%22%3A3%7D&sp_atk=cce9578b-2fbd-4d87-ab66-1565309b53d1&xptdk=cce9578b-2fbd-4d87-ab66-1565309b53d1","https://down-id.img.susercontent.com/file/id-11134207-8224q-mgnezfpatjwue7","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","Sepatu Sneakers Adidas ECLYPTIX 2000 Original","787.000","-13%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","20 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","2-4 Hari","Yogyakarta","https://shopee.co.id/find_similar_products?catid=100012&itemid=46450815592&shopid=24158460","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/e4734dab67ee2f9ebd5a.png",""
"https://shopee.co.id/adidas-Running-Galaxy-7-Running-Shoes-Men-Blue-JQ2627-i.270510657.42165255087?extraParams=%7B%22display_model_id%22%3A99873115779%2C%22model_selection_logic%22%3A3%7D&sp_atk=d68b5606-dbc3-45cf-a0c6-f68f9f16c4c0&xptdk=d68b5606-dbc3-45cf-a0c6-f68f9f16c4c0","https://down-id.img.susercontent.com/file/sg-11134201-824go-mdwqus0hs7wm6f","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04","adidas Running Galaxy 7 Running Shoes Men Blue JQ2627","595.000","-30%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","718 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","4-5 Hari","Bekasi","https://shopee.co.id/find_similar_products?catid=100637&itemid=42165255087&shopid=270510657","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","Pilih 2, diskon 15%"
"https://shopee.co.id/adidas-Lifestyle-K-74-Shoes-Men-White-IG8952-i.270510657.26424093159?extraParams=%7B%22display_model_id%22%3A168675495848%2C%22model_selection_logic%22%3A3%7D&sp_atk=58110b37-eeab-4ff1-89d4-61ff06d6664c&xptdk=58110b37-eeab-4ff1-89d4-61ff06d6664c","https://down-id.img.susercontent.com/file/id-11134201-7rbk1-mauracsch8cyd0","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04","adidas Lifestyle K 74 Shoes Men White IG8952","1.050.000","-30%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","251 Terjual","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/76dff349290d20891fc1.svg","4-5 Hari","Bekasi","https://shopee.co.id/find_similar_products?catid=100637&itemid=26424093159&shopid=270510657","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","Pilih 2, diskon 15%"
